yyyy-mm-dd,HH:MM,team1,team2,score1,score2
09/01/11,00:00,Parma,Cagliari,1,2
09/01/11,00:00,Sampdoria,Roma,2,1
15/01/11,00:00,Inter,Bologna,4,1
15/01/11,00:00,Napoli,Fiorentina,0,0
16/01/11,00:00,Brescia,Parma,2,0
16/01/11,00:00,Cagliari,Palermo,3,1
16/01/11,00:00,Catania,Chievo,1,1
16/01/11,00:00,Cesena,Roma,0,1
16/01/11,00:00,Genoa,Udinese,2,4
16/01/11,00:00,Juventus,Bari,2,1
16/01/11,00:00,Lazio,Sampdoria,1,0
16/01/11,00:00,Lecce,Milan,1,1
19/01/11,00:00,Inter,Cesena,3,2
22/01/11,00:00,Chievo,Genoa,0,0
22/01/11,00:00,Palermo,Brescia,1,0
22/01/11,00:00,Parma,Catania,2,0
22/01/11,00:00,Roma,Cagliari,3,0
23/01/11,00:00,Bari,Napoli,0,2
23/01/11,00:00,Bologna,Lazio,3,1
23/01/11,00:00,Fiorentina,Lecce,1,1
23/01/11,00:00,Milan,Cesena,2,0
23/01/11,00:00,Sampdoria,Juventus,0,0
23/01/11,00:00,Udinese,Inter,3,1
29/01/11,00:00,Catania,Milan,0,2
29/01/11,00:00,Lazio,Fiorentina,2,0
30/01/11,00:00,Brescia,Chievo,0,3
30/01/11,00:00,Cagliari,Bari,2,1
30/01/11,00:00,Genoa,Parma,3,1
30/01/11,00:00,Inter,Palermo,3,2
30/01/11,00:00,Juventus,Udinese,1,2
30/01/11,00:00,Lecce,Cesena,1,1
30/01/11,00:00,Napoli,Sampdoria,4,0
01/02/11,00:00,Milan,Lazio,0,0
02/02/11,00:00,Cesena,Catania,1,1
02/02/11,00:00,Chievo,Napoli,2,0
02/02/11,00:00,Fiorentina,Genoa,1,0
02/02/11,00:00,Palermo,Juventus,2,1
02/02/11,00:00,Parma,Lecce,0,1
02/02/11,00:00,Roma,Brescia,1,1
02/02/11,00:00,Sampdoria,Cagliari,0,1
02/02/11,00:00,Udinese,Bologna,1,1
03/02/11,00:00,Bari,Inter,0,3
05/02/11,00:00,Cagliari,Juventus,1,3
05/02/11,00:00,Udinese,Sampdoria,2,0
06/02/11,00:00,Bologna,Catania,1,0
06/02/11,00:00,Brescia,Bari,2,0
06/02/11,00:00,Genoa,Milan,1,1
06/02/11,00:00,Inter,Roma,5,3
06/02/11,00:00,Lazio,Chievo,1,1
06/02/11,00:00,Lecce,Palermo,2,4
06/02/11,00:00,Napoli,Cesena,2,0
06/02/11,00:00,Parma,Fiorentina,1,1
12/02/11,00:00,Milan,Parma,4,0
12/02/11,00:00,Roma,Napoli,0,2
13/02/11,00:00,Bari,Genoa,0,0
13/02/11,00:00,Brescia,Lazio,0,2
13/02/11,00:00,Cagliari,Chievo,4,1
13/02/11,00:00,Catania,Lecce,3,2
13/02/11,00:00,Cesena,Udinese,0,3
13/02/11,00:00,Juventus,Inter,1,0
13/02/11,00:00,Palermo,Fiorentina,2,4
13/02/11,00:00,Sampdoria,Bologna,3,1
16/02/11,00:00,Fiorentina,Inter,1,2
16/02/11,00:00,Sampdoria,Genoa,0,1
19/02/11,00:00,Bologna,Palermo,1,0
19/02/11,00:00,Inter,Cagliari,1,0
20/02/11,00:00,Chievo,Milan,1,2
20/02/11,00:00,Fiorentina,Sampdoria,0,0
20/02/11,00:00,Genoa,Roma,4,3
20/02/11,00:00,Lazio,Bari,1,0
20/02/11,00:00,Lecce,Juventus,2,0
20/02/11,00:00,Napoli,Catania,1,0
20/02/11,00:00,Parma,Cesena,2,2
20/02/11,00:00,Udinese,Brescia,0,0
23/02/11,00:00,Bologna,Roma,0,1
26/02/11,00:00,Juventus,Bologna,0,2
27/02/11,00:00,Bari,Fiorentina,1,1
27/02/11,00:00,Brescia,Lecce,2,2
27/02/11,00:00,Cagliari,Lazio,1,0
27/02/11,00:00,Catania,Genoa,2,1
27/02/11,00:00,Cesena,Chievo,1,0
27/02/11,00:00,Palermo,Udinese,0,7
27/02/11,00:00,Roma,Parma,2,2
27/02/11,00:00,Sampdoria,Inter,0,2
28/02/11,00:00,Milan,Napoli,3,0
04/03/11,00:00,Lecce,Roma,1,2
05/03/11,00:00,Juventus,Milan,0,1
06/03/11,00:00,Bologna,Cagliari,2,2
06/03/11,00:00,Chievo,Parma,0,0
06/03/11,00:00,Fiorentina,Catania,3,0
06/03/11,00:00,Inter,Genoa,5,2
06/03/11,00:00,Lazio,Palermo,2,0
06/03/11,00:00,Napoli,Brescia,0,0
06/03/11,00:00,Sampdoria,Cesena,2,3
06/03/11,00:00,Udinese,Bari,1,0
11/03/11,00:00,Brescia,Inter,1,1
12/03/11,00:00,Cesena,Juventus,2,2
13/03/11,00:00,Cagliari,Udinese,0,4
13/03/11,00:00,Catania,Sampdoria,1,0
13/03/11,00:00,Chievo,Fiorentina,0,1
13/03/11,00:00,Genoa,Palermo,1,0
13/03/11,00:00,Lecce,Bologna,0,1
13/03/11,00:00,Milan,Bari,1,1
13/03/11,00:00,Parma,Napoli,1,3
13/03/11,00:00,Roma,Lazio,2,0
19/03/11,00:00,Lazio,Cesena,1,0
19/03/11,00:00,Palermo,Milan,1,0
20/03/11,00:00,Bari,Chievo,1,2
20/03/11,00:00,Bologna,Genoa,1,1
20/03/11,00:00,Fiorentina,Roma,2,2
20/03/11,00:00,Inter,Lecce,1,0
20/03/11,00:00,Juventus,Brescia,2,1
20/03/11,00:00,Napoli,Cagliari,2,1
20/03/11,00:00,Sampdoria,Parma,0,1
20/03/11,00:00,Udinese,Catania,2,0
02/04/11,00:00,Brescia,Bologna,3,1
02/04/11,00:00,Milan,Inter,3,0
03/04/11,00:00,Catania,Palermo,4,0
03/04/11,00:00,Cesena,Fiorentina,2,2
03/04/11,00:00,Chievo,Sampdoria,0,0
03/04/11,00:00,Genoa,Cagliari,0,1
03/04/11,00:00,Lecce,Udinese,2,0
03/04/11,00:00,Napoli,Lazio,4,3
03/04/11,00:00,Parma,Bari,1,2
03/04/11,00:00,Roma,Juventus,0,2
09/04/11,00:00,Inter,Chievo,2,0
09/04/11,00:00,Udinese,Roma,1,2
10/04/11,00:00,Bari,Catania,1,1
10/04/11,00:00,Bologna,Napoli,0,2
10/04/11,00:00,Cagliari,Brescia,1,1
10/04/11,00:00,Fiorentina,Milan,1,2
10/04/11,00:00,Juventus,Genoa,3,2
10/04/11,00:00,Lazio,Parma,2,0
10/04/11,00:00,Palermo,Cesena,2,2
10/04/11,00:00,Sampdoria,Lecce,1,2
16/04/11,00:00,Milan,Sampdoria,3,0
16/04/11,00:00,Parma,Inter,2,0
16/04/11,00:00,Roma,Palermo,2,3
17/04/11,00:00,Catania,Lazio,1,4
17/04/11,00:00,Cesena,Bari,1,0
17/04/11,00:00,Chievo,Bologna,2,0
17/04/11,00:00,Fiorentina,Juventus,0,0
17/04/11,00:00,Genoa,Brescia,3,0
17/04/11,00:00,Lecce,Cagliari,3,3
17/04/11,00:00,Napoli,Udinese,1,2
23/04/11,00:00,Bari,Sampdoria,0,1
23/04/11,00:00,Bologna,Cesena,0,2
23/04/11,00:00,Brescia,Milan,0,1
23/04/11,00:00,Cagliari,Fiorentina,1,2
23/04/11,00:00,Genoa,Lecce,4,2
23/04/11,00:00,Inter,Lazio,2,1
23/04/11,00:00,Juventus,Catania,2,2
23/04/11,00:00,Palermo,Napoli,2,1
23/04/11,00:00,Roma,Chievo,1,0
23/04/11,00:00,Udinese,Parma,0,2
30/04/11,00:00,Cesena,Inter,1,2
30/04/11,00:00,Napoli,Genoa,1,0
01/05/11,00:00,Bari,Roma,2,3
01/05/11,00:00,Catania,Cagliari,2,0
01/05/11,00:00,Chievo,Lecce,1,0
01/05/11,00:00,Fiorentina,Udinese,5,2
01/05/11,00:00,Milan,Bologna,1,0
01/05/11,00:00,Parma,Palermo,3,1
01/05/11,00:00,Sampdoria,Brescia,3,3
02/05/11,00:00,Lazio,Juventus,0,1
07/05/11,00:00,Palermo,Bari,2,1
07/05/11,00:00,Roma,Milan,0,0
08/05/11,00:00,Bologna,Parma,0,0
08/05/11,00:00,Brescia,Catania,1,2
08/05/11,00:00,Cagliari,Cesena,0,2
08/05/11,00:00,Genoa,Sampdoria,2,1
08/05/11,00:00,Inter,Fiorentina,3,1
08/05/11,00:00,Lecce,Napoli,2,1
08/05/11,00:00,Udinese,Lazio,2,1
09/05/11,00:00,Juventus,Chievo,2,2
14/05/11,00:00,Lazio,Genoa,4,2
14/05/11,00:00,Milan,Cagliari,4,1
15/05/11,00:00,Bari,Lecce,0,2
15/05/11,00:00,Catania,Roma,2,1
15/05/11,00:00,Cesena,Brescia,1,0
15/05/11,00:00,Chievo,Udinese,0,2
15/05/11,00:00,Fiorentina,Bologna,1,1
15/05/11,00:00,Napoli,Inter,1,1
15/05/11,00:00,Parma,Juventus,1,0
15/05/11,00:00,Sampdoria,Palermo,1,2
22/05/11,00:00,Bologna,Bari,0,4
22/05/11,00:00,Brescia,Fiorentina,2,2
22/05/11,00:00,Cagliari,Parma,1,1
22/05/11,00:00,Genoa,Cesena,3,2
22/05/11,00:00,Inter,Catania,3,1
22/05/11,00:00,Juventus,Napoli,2,2
22/05/11,00:00,Lecce,Lazio,2,4
22/05/11,00:00,Palermo,Chievo,1,3
22/05/11,00:00,Roma,Sampdoria,3,1
22/05/11,00:00,Udinese,Milan,0,0
09/09/11,00:00,Milan,Lazio,2,2
10/09/11,00:00,Cesena,Napoli,1,3
11/09/11,00:00,Catania,Siena,0,0
11/09/11,00:00,Chievo,Novara,2,2
11/09/11,00:00,Fiorentina,Bologna,2,0
11/09/11,00:00,Genoa,Atalanta,2,2
11/09/11,00:00,Juventus,Parma,4,1
11/09/11,00:00,Lecce,Udinese,0,2
11/09/11,00:00,Palermo,Inter,4,3
11/09/11,00:00,Roma,Cagliari,1,2
17/09/11,00:00,Cagliari,Novara,2,1
17/09/11,00:00,Inter,Roma,0,0
18/09/11,00:00,Atalanta,Palermo,1,0
18/09/11,00:00,Bologna,Lecce,0,2
18/09/11,00:00,Catania,Cesena,1,0
18/09/11,00:00,Lazio,Genoa,1,2
18/09/11,00:00,Napoli,Milan,3,1
18/09/11,00:00,Parma,Chievo,2,1
18/09/11,00:00,Siena,Juventus,0,1
18/09/11,00:00,Udinese,Fiorentina,2,0
20/09/11,00:00,Novara,Inter,3,1
21/09/11,00:00,Cesena,Lazio,1,2
21/09/11,00:00,Chievo,Napoli,1,0
21/09/11,00:00,Fiorentina,Parma,3,0
21/09/11,00:00,Genoa,Catania,3,0
21/09/11,00:00,Juventus,Bologna,1,1
21/09/11,00:00,Lecce,Atalanta,1,2
21/09/11,00:00,Milan,Udinese,1,1
21/09/11,00:00,Palermo,Cagliari,3,2
22/09/11,00:00,Roma,Siena,1,1
24/09/11,00:00,Bologna,Inter,1,3
24/09/11,00:00,Milan,Cesena,1,0
24/09/11,00:00,Napoli,Fiorentina,0,0
25/09/11,00:00,Atalanta,Novara,2,1
25/09/11,00:00,Cagliari,Udinese,0,0
25/09/11,00:00,Catania,Juventus,1,1
25/09/11,00:00,Chievo,Genoa,2,1
25/09/11,00:00,Lazio,Palermo,0,0
25/09/11,00:00,Parma,Roma,0,1
25/09/11,00:00,Siena,Lecce,3,0
01/10/11,00:00,Inter,Napoli,0,3
01/10/11,00:00,Roma,Atalanta,3,1
02/10/11,00:00,Cesena,Chievo,0,0
02/10/11,00:00,Fiorentina,Lazio,1,2
02/10/11,00:00,Juventus,Milan,2,0
02/10/11,00:00,Lecce,Cagliari,0,2
02/10/11,00:00,Novara,Catania,3,3
02/10/11,00:00,Palermo,Siena,2,0
02/10/11,00:00,Parma,Genoa,3,1
02/10/11,00:00,Udinese,Bologna,2,0
15/10/11,00:00,Catania,Inter,2,1
15/10/11,00:00,Milan,Palermo,3,0
15/10/11,00:00,Napoli,Parma,1,2
16/10/11,00:00,Atalanta,Udinese,0,0
16/10/11,00:00,Cagliari,Siena,0,0
16/10/11,00:00,Cesena,Fiorentina,0,0
16/10/11,00:00,Chievo,Juventus,0,0
16/10/11,00:00,Genoa,Lecce,0,0
16/10/11,00:00,Lazio,Roma,2,1
16/10/11,00:00,Novara,Bologna,0,2
22/10/11,00:00,Fiorentina,Catania,2,2
22/10/11,00:00,Juventus,Genoa,2,2
23/10/11,00:00,Bologna,Lazio,0,2
23/10/11,00:00,Cagliari,Napoli,0,0
23/10/11,00:00,Inter,Chievo,1,0
23/10/11,00:00,Lecce,Milan,3,4
23/10/11,00:00,Parma,Atalanta,1,2
23/10/11,00:00,Roma,Palermo,1,0
23/10/11,00:00,Siena,Cesena,2,0
23/10/11,00:00,Udinese,Novara,3,0
25/10/11,00:00,Juventus,Fiorentina,2,1
26/10/11,00:00,Atalanta,Inter,1,1
26/10/11,00:00,Cesena,Cagliari,1,1
26/10/11,00:00,Chievo,Bologna,0,1
26/10/11,00:00,Genoa,Roma,2,1
26/10/11,00:00,Lazio,Catania,1,1
26/10/11,00:00,Milan,Parma,4,1
26/10/11,00:00,Napoli,Udinese,2,0
26/10/11,00:00,Novara,Siena,1,1
27/10/11,00:00,Palermo,Lecce,2,0
29/10/11,00:00,Catania,Napoli,2,1
29/10/11,00:00,Inter,Juventus,1,2
29/10/11,00:00,Roma,Milan,2,3
30/10/11,00:00,Bologna,Atalanta,3,1
30/10/11,00:00,Cagliari,Lazio,0,3
30/10/11,00:00,Fiorentina,Genoa,1,0
30/10/11,00:00,Lecce,Novara,1,1
30/10/11,00:00,Parma,Cesena,2,0
30/10/11,00:00,Siena,Chievo,4,1
30/10/11,00:00,Udinese,Palermo,1,0
05/11/11,00:00,Novara,Roma,0,2
05/11/11,00:00,Palermo,Bologna,3,1
06/11/11,00:00,Atalanta,Cagliari,1,0
06/11/11,00:00,Cesena,Lecce,0,1
06/11/11,00:00,Chievo,Fiorentina,1,0
06/11/11,00:00,Lazio,Parma,1,0
06/11/11,00:00,Milan,Catania,4,0
06/11/11,00:00,Udinese,Siena,2,1
19/11/11,00:00,Fiorentina,Milan,0,0
19/11/11,00:00,Inter,Cagliari,2,1
19/11/11,00:00,Napoli,Lazio,0,0
20/11/11,00:00,Bologna,Cesena,0,1
20/11/11,00:00,Catania,Chievo,1,2
20/11/11,00:00,Genoa,Novara,1,0
20/11/11,00:00,Juventus,Palermo,3,0
20/11/11,00:00,Parma,Udinese,2,0
20/11/11,00:00,Roma,Lecce,2,1
20/11/11,00:00,Siena,Atalanta,2,2
25/11/11,00:00,Udinese,Roma,2,0
26/11/11,00:00,Atalanta,Napoli,1,1
26/11/11,00:00,Lazio,Juventus,0,1
26/11/11,00:00,Lecce,Catania,0,1
26/11/11,00:00,Novara,Parma,2,1
27/11/11,00:00,Cagliari,Bologna,1,1
27/11/11,00:00,Cesena,Genoa,2,0
27/11/11,00:00,Milan,Chievo,4,0
27/11/11,00:00,Palermo,Fiorentina,2,0
27/11/11,00:00,Siena,Inter,0,1
29/11/11,00:00,Napoli,Juventus,3,3
02/12/11,00:00,Genoa,Milan,0,2
03/12/11,00:00,Inter,Udinese,0,1
03/12/11,00:00,Napoli,Lecce,4,2
04/12/11,00:00,Bologna,Siena,1,0
04/12/11,00:00,Catania,Cagliari,0,1
04/12/11,00:00,Chievo,Atalanta,0,0
04/12/11,00:00,Fiorentina,Roma,3,0
04/12/11,00:00,Juventus,Cesena,2,0
04/12/11,00:00,Parma,Palermo,0,0
05/12/11,00:00,Lazio,Novara,3,0
10/12/11,00:00,Inter,Fiorentina,2,0
10/12/11,00:00,Lecce,Lazio,2,3
10/12/11,00:00,Palermo,Cesena,0,1
10/12/11,00:00,Siena,Genoa,0,2
11/12/11,00:00,Atalanta,Catania,1,1
11/12/11,00:00,Bologna,Milan,2,2
11/12/11,00:00,Cagliari,Parma,0,0
11/12/11,00:00,Novara,Napoli,1,1
11/12/11,00:00,Udinese,Chievo,2,1
12/12/11,00:00,Roma,Juventus,1,1
13/12/11,00:00,Genoa,Inter,0,1
17/12/11,00:00,Chievo,Cagliari,2,0
17/12/11,00:00,Fiorentina,Atalanta,2,2
17/12/11,00:00,Milan,Siena,2,0
18/12/11,00:00,Catania,Palermo,2,0
18/12/11,00:00,Cesena,Inter,0,1
18/12/11,00:00,Genoa,Bologna,2,1
18/12/11,00:00,Juventus,Novara,2,0
18/12/11,00:00,Lazio,Udinese,2,2
18/12/11,00:00,Napoli,Roma,1,3
18/12/11,00:00,Parma,Lecce,3,3
20/12/11,00:00,Cagliari,Milan,0,2
20/12/11,00:00,Siena,Fiorentina,0,0
21/12/11,00:00,Atalanta,Cesena,4,1
21/12/11,00:00,Bologna,Roma,0,2
21/12/11,00:00,Inter,Lecce,4,1
21/12/11,00:00,Lazio,Chievo,0,0
21/12/11,00:00,Napoli,Genoa,6,1
21/12/11,00:00,Novara,Palermo,2,2
21/12/11,00:00,Parma,Catania,3,3
21/12/11,00:00,Udinese,Juventus,0,0
07/01/12,00:00,Inter,Parma,5,0
07/01/12,00:00,Siena,Lazio,4,0
08/01/12,00:00,Atalanta,Milan,0,2
08/01/12,00:00,Bologna,Catania,2,0
08/01/12,00:00,Cagliari,Genoa,3,0
08/01/12,00:00,Lecce,Juventus,0,1
08/01/12,00:00,Novara,Fiorentina,0,3
08/01/12,00:00,Palermo,Napoli,1,3
08/01/12,00:00,Roma,Chievo,2,0
08/01/12,00:00,Udinese,Cesena,4,1
15/01/12,00:00,Cesena,Novara,3,1
15/01/12,00:00,Chievo,Palermo,1,0
15/01/12,00:00,Fiorentina,Lecce,0,1
15/01/12,00:00,Genoa,Udinese,3,2
15/01/12,00:00,Juventus,Cagliari,1,1
15/01/12,00:00,Lazio,Atalanta,2,0
15/01/12,00:00,Milan,Inter,0,1
15/01/12,00:00,Parma,Siena,3,1
16/01/12,00:00,Napoli,Bologna,1,1
21/01/12,00:00,Atalanta,Juventus,0,2
21/01/12,00:00,Roma,Cesena,5,1
22/01/12,00:00,Bologna,Parma,0,0
22/01/12,00:00,Cagliari,Fiorentina,0,0
22/01/12,00:00,Inter,Lazio,2,1
22/01/12,00:00,Lecce,Chievo,2,2
22/01/12,00:00,Novara,Milan,0,3
22/01/12,00:00,Palermo,Genoa,5,3
22/01/12,00:00,Siena,Napoli,1,1
22/01/12,00:00,Udinese,Catania,2,1
28/01/12,00:00,Catania,Parma,1,1
28/01/12,00:00,Juventus,Udinese,2,1
29/01/12,00:00,Cesena,Atalanta,0,1
29/01/12,00:00,Chievo,Lazio,0,3
29/01/12,00:00,Fiorentina,Siena,2,1
29/01/12,00:00,Genoa,Napoli,3,2
29/01/12,00:00,Lecce,Inter,1,0
29/01/12,00:00,Milan,Cagliari,3,0
29/01/12,00:00,Palermo,Novara,2,0
29/01/12,00:00,Roma,Bologna,1,1
01/02/12,00:00,Cagliari,Roma,4,2
01/02/12,00:00,Inter,Palermo,4,4
01/02/12,00:00,Lazio,Milan,2,0
01/02/12,00:00,Napoli,Cesena,0,0
01/02/12,00:00,Udinese,Lecce,2,1
02/02/12,00:00,Novara,Chievo,1,2
04/02/12,00:00,Roma,Inter,4,0
05/02/12,00:00,Chievo,Parma,1,2
05/02/12,00:00,Fiorentina,Udinese,3,2
05/02/12,00:00,Genoa,Lazio,3,2
05/02/12,00:00,Juventus,Siena,0,0
05/02/12,00:00,Lecce,Bologna,0,0
05/02/12,00:00,Milan,Napoli,0,0
05/02/12,00:00,Novara,Cagliari,0,0
05/02/12,00:00,Palermo,Atalanta,2,1
08/02/12,00:00,Catania,Roma,1,1
09/02/12,00:00,Lazio,Cesena,3,2
11/02/12,00:00,Cagliari,Palermo,2,1
11/02/12,00:00,Udinese,Milan,1,2
12/02/12,00:00,Atalanta,Lecce,0,0
12/02/12,00:00,Catania,Genoa,4,0
12/02/12,00:00,Inter,Novara,0,1
13/02/12,00:00,Napoli,Chievo,2,0
13/02/12,00:00,Siena,Roma,1,0
15/02/12,00:00,Atalanta,Genoa,1,0
15/02/12,00:00,Parma,Juventus,0,0
17/02/12,00:00,Fiorentina,Napoli,0,3
17/02/12,00:00,Inter,Bologna,0,3
18/02/12,00:00,Juventus,Catania,3,1
19/02/12,00:00,Cesena,Milan,1,3
19/02/12,00:00,Genoa,Chievo,0,1
19/02/12,00:00,Lecce,Siena,4,1
19/02/12,00:00,Novara,Atalanta,0,0
19/02/12,00:00,Palermo,Lazio,5,1
19/02/12,00:00,Roma,Parma,1,0
19/02/12,00:00,Udinese,Cagliari,0,0
21/02/12,00:00,Bologna,Fiorentina,2,0
22/02/12,00:00,Siena,Catania,0,1
25/02/12,00:00,Genoa,Parma,2,2
25/02/12,00:00,Milan,Juventus,1,1
26/02/12,00:00,Atalanta,Roma,4,1
26/02/12,00:00,Bologna,Udinese,1,3
26/02/12,00:00,Cagliari,Lecce,1,2
26/02/12,00:00,Catania,Novara,3,1
26/02/12,00:00,Chievo,Cesena,1,0
26/02/12,00:00,Lazio,Fiorentina,1,0
26/02/12,00:00,Napoli,Inter,1,0
26/02/12,00:00,Siena,Palermo,4,1
03/03/12,00:00,Juventus,Chievo,1,1
03/03/12,00:00,Palermo,Milan,0,4
04/03/12,00:00,Bologna,Novara,1,0
04/03/12,00:00,Fiorentina,Cesena,2,0
04/03/12,00:00,Inter,Catania,2,2
04/03/12,00:00,Lecce,Genoa,2,2
04/03/12,00:00,Parma,Napoli,1,2
04/03/12,00:00,Roma,Lazio,1,2
04/03/12,00:00,Siena,Cagliari,3,0
04/03/12,00:00,Udinese,Atalanta,0,0
07/03/12,00:00,Bologna,Juventus,1,1
07/03/12,00:00,Cesena,Catania,0,0
07/03/12,00:00,Parma,Fiorentina,2,2
09/03/12,00:00,Chievo,Inter,0,2
09/03/12,00:00,Napoli,Cagliari,6,3
10/03/12,00:00,Palermo,Roma,0,1
11/03/12,00:00,Atalanta,Parma,1,1
11/03/12,00:00,Catania,Fiorentina,1,0
11/03/12,00:00,Cesena,Siena,0,2
11/03/12,00:00,Genoa,Juventus,0,0
11/03/12,00:00,Lazio,Bologna,1,3
11/03/12,00:00,Milan,Lecce,2,0
11/03/12,00:00,Novara,Udinese,1,0
17/03/12,00:00,Fiorentina,Juventus,0,5
17/03/12,00:00,Parma,Milan,0,2
18/03/12,00:00,Bologna,Chievo,2,2
18/03/12,00:00,Cagliari,Cesena,3,0
18/03/12,00:00,Catania,Lazio,1,0
18/03/12,00:00,Inter,Atalanta,0,0
18/03/12,00:00,Lecce,Palermo,1,1
18/03/12,00:00,Siena,Novara,0,2
18/03/12,00:00,Udinese,Napoli,2,2
19/03/12,00:00,Roma,Genoa,1,0
24/03/12,00:00,Milan,Roma,2,1
24/03/12,00:00,Palermo,Udinese,1,1
25/03/12,00:00,Atalanta,Bologna,2,0
25/03/12,00:00,Cesena,Parma,2,2
25/03/12,00:00,Chievo,Siena,1,1
25/03/12,00:00,Genoa,Fiorentina,2,2
25/03/12,00:00,Juventus,Inter,2,0
25/03/12,00:00,Lazio,Cagliari,1,0
25/03/12,00:00,Napoli,Catania,2,2
25/03/12,00:00,Novara,Lecce,0,0
31/03/12,00:00,Catania,Milan,1,1
31/03/12,00:00,Parma,Lazio,3,1
01/04/12,00:00,Bologna,Palermo,1,3
01/04/12,00:00,Cagliari,Atalanta,2,0
01/04/12,00:00,Fiorentina,Chievo,1,2
01/04/12,00:00,Inter,Genoa,5,4
01/04/12,00:00,Juventus,Napoli,3,0
01/04/12,00:00,Lecce,Cesena,0,0
01/04/12,00:00,Roma,Novara,5,2
01/04/12,00:00,Siena,Udinese,1,0
07/04/12,00:00,Atalanta,Siena,1,2
07/04/12,00:00,Cagliari,Inter,2,2
07/04/12,00:00,Cesena,Bologna,0,0
07/04/12,00:00,Chievo,Catania,3,2
07/04/12,00:00,Lazio,Napoli,3,1
07/04/12,00:00,Lecce,Roma,4,2
07/04/12,00:00,Milan,Fiorentina,1,2
07/04/12,00:00,Novara,Genoa,1,1
07/04/12,00:00,Palermo,Juventus,0,2
07/04/12,00:00,Udinese,Parma,3,1
10/04/12,00:00,Chievo,Milan,0,1
11/04/12,00:00,Catania,Lecce,1,2
11/04/12,00:00,Fiorentina,Palermo,0,0
11/04/12,00:00,Genoa,Cesena,1,1
11/04/12,00:00,Inter,Siena,2,1
11/04/12,00:00,Juventus,Lazio,2,1
11/04/12,00:00,Napoli,Atalanta,1,3
11/04/12,00:00,Parma,Novara,2,0
11/04/12,00:00,Roma,Udinese,3,1
12/04/12,00:00,Bologna,Cagliari,1,0
21/04/12,00:00,Catania,Atalanta,2,0
21/04/12,00:00,Chievo,Udinese,0,0
21/04/12,00:00,Napoli,Novara,2,0
21/04/12,00:00,Parma,Cagliari,3,0
22/04/12,00:00,Cesena,Palermo,2,2
22/04/12,00:00,Fiorentina,Inter,0,0
22/04/12,00:00,Genoa,Siena,1,4
22/04/12,00:00,Juventus,Roma,4,0
22/04/12,00:00,Lazio,Lecce,1,1
22/04/12,00:00,Milan,Bologna,1,1
24/04/12,00:00,Atalanta,Chievo,1,0
24/04/12,00:00,Cagliari,Catania,3,0
25/04/12,00:00,Cesena,Juventus,0,1
25/04/12,00:00,Lecce,Napoli,0,2
25/04/12,00:00,Milan,Genoa,1,0
25/04/12,00:00,Novara,Lazio,2,1
25/04/12,00:00,Palermo,Parma,1,2
25/04/12,00:00,Roma,Fiorentina,1,2
25/04/12,00:00,Siena,Bologna,1,1
25/04/12,00:00,Udinese,Inter,1,3
28/04/12,00:00,Cagliari,Chievo,0,0
28/04/12,00:00,Palermo,Catania,1,1
28/04/12,00:00,Roma,Napoli,2,2
29/04/12,00:00,Atalanta,Fiorentina,2,0
29/04/12,00:00,Bologna,Genoa,3,2
29/04/12,00:00,Inter,Cesena,2,1
29/04/12,00:00,Lecce,Parma,1,2
29/04/12,00:00,Novara,Juventus,0,4
29/04/12,00:00,Siena,Milan,1,4
29/04/12,00:00,Udinese,Lazio,2,0
01/05/12,00:00,Chievo,Roma,0,0
01/05/12,00:00,Napoli,Palermo,2,0
02/05/12,00:00,Catania,Bologna,0,1
02/05/12,00:00,Cesena,Udinese,0,1
02/05/12,00:00,Fiorentina,Novara,2,2
02/05/12,00:00,Genoa,Cagliari,2,1
02/05/12,00:00,Juventus,Lecce,1,1
02/05/12,00:00,Lazio,Siena,1,1
02/05/12,00:00,Milan,Atalanta,2,0
02/05/12,00:00,Parma,Inter,3,1
05/05/12,00:00,Lecce,Fiorentina,0,1
05/05/12,00:00,Roma,Catania,2,2
06/05/12,00:00,Atalanta,Lazio,0,2
06/05/12,00:00,Bologna,Napoli,2,0
06/05/12,00:00,Cagliari,Juventus,0,2
06/05/12,00:00,Inter,Milan,4,2
06/05/12,00:00,Novara,Cesena,3,0
06/05/12,00:00,Palermo,Chievo,4,4
06/05/12,00:00,Siena,Parma,0,2
06/05/12,00:00,Udinese,Genoa,2,0
13/05/12,00:00,Catania,Udinese,0,2
13/05/12,00:00,Cesena,Roma,2,3
13/05/12,00:00,Chievo,Lecce,1,0
13/05/12,00:00,Fiorentina,Cagliari,0,0
13/05/12,00:00,Genoa,Palermo,2,0
13/05/12,00:00,Juventus,Atalanta,3,1
13/05/12,00:00,Lazio,Inter,3,1
13/05/12,00:00,Milan,Novara,2,1
13/05/12,00:00,Napoli,Siena,2,1
13/05/12,00:00,Parma,Bologna,1,0
25/08/12,00:00,Fiorentina,Udinese,2,1
25/08/12,00:00,Juventus,Parma,2,0
26/08/12,00:00,Atalanta,Lazio,0,1
26/08/12,00:00,Chievo,Bologna,2,0
26/08/12,00:00,Genoa,Cagliari,2,0
26/08/12,00:00,Milan,Sampdoria,0,1
26/08/12,00:00,Palermo,Napoli,0,3
26/08/12,00:00,Pescara,Inter,0,3
26/08/12,00:00,Roma,Catania,2,2
26/08/12,00:00,Siena,Torino,0,0
01/09/12,00:00,Bologna,Milan,1,3
01/09/12,00:00,Torino,Pescara,3,0
