yyyy-mm-dd,HH:MM,team1,team2,score1,score2
02/09/12,00:00,Cagliari,Atalanta,1,1
02/09/12,00:00,Catania,Genoa,3,2
02/09/12,00:00,Inter,Roma,1,3
02/09/12,00:00,Lazio,Palermo,3,0
02/09/12,00:00,Napoli,Fiorentina,2,1
02/09/12,00:00,Parma,Chievo,2,0
02/09/12,00:00,Sampdoria,Siena,2,1
02/09/12,00:00,Udinese,Juventus,1,4
15/09/12,00:00,Milan,Atalanta,0,1
15/09/12,00:00,Palermo,Cagliari,1,1
16/09/12,00:00,Chievo,Lazio,1,3
16/09/12,00:00,Fiorentina,Catania,2,0
16/09/12,00:00,Genoa,Juventus,1,3
16/09/12,00:00,Napoli,Parma,3,1
16/09/12,00:00,Pescara,Sampdoria,2,3
16/09/12,00:00,Roma,Bologna,2,3
16/09/12,00:00,Siena,Udinese,2,2
16/09/12,00:00,Torino,Inter,0,2
22/09/12,00:00,Juventus,Chievo,2,0
22/09/12,00:00,Parma,Fiorentina,1,1
23/09/12,00:00,Atalanta,Palermo,1,0
23/09/12,00:00,Bologna,Pescara,1,1
23/09/12,00:00,Cagliari,Roma,0,3
23/09/12,00:00,Catania,Napoli,0,0
23/09/12,00:00,Inter,Siena,0,2
23/09/12,00:00,Lazio,Genoa,0,1
23/09/12,00:00,Sampdoria,Torino,1,1
23/09/12,00:00,Udinese,Milan,2,1
25/09/12,00:00,Fiorentina,Juventus,0,0
26/09/12,00:00,Catania,Atalanta,2,1
26/09/12,00:00,Chievo,Inter,0,2
26/09/12,00:00,Genoa,Parma,1,1
26/09/12,00:00,Milan,Cagliari,2,0
26/09/12,00:00,Napoli,Lazio,3,0
26/09/12,00:00,Pescara,Palermo,1,0
26/09/12,00:00,Roma,Sampdoria,1,1
26/09/12,00:00,Torino,Udinese,0,0
27/09/12,00:00,Siena,Bologna,1,0
29/09/12,00:00,Juventus,Roma,4,1
29/09/12,00:00,Parma,Milan,1,1
30/09/12,00:00,Atalanta,Torino,1,5
30/09/12,00:00,Bologna,Catania,4,0
30/09/12,00:00,Cagliari,Pescara,1,2
30/09/12,00:00,Inter,Fiorentina,2,1
30/09/12,00:00,Lazio,Siena,2,1
30/09/12,00:00,Palermo,Chievo,4,1
30/09/12,00:00,Sampdoria,Napoli,0,1
30/09/12,00:00,Udinese,Genoa,0,0
06/10/12,00:00,Chievo,Sampdoria,2,1
06/10/12,00:00,Genoa,Palermo,1,1
07/10/12,00:00,Catania,Parma,2,0
07/10/12,00:00,Fiorentina,Bologna,1,0
07/10/12,00:00,Milan,Inter,0,1
07/10/12,00:00,Napoli,Udinese,2,1
07/10/12,00:00,Pescara,Lazio,0,3
07/10/12,00:00,Roma,Atalanta,2,0
07/10/12,00:00,Siena,Juventus,1,2
07/10/12,00:00,Torino,Cagliari,0,1
20/10/12,00:00,Juventus,Napoli,2,0
20/10/12,00:00,Lazio,Milan,3,2
21/10/12,00:00,Atalanta,Siena,2,1
21/10/12,00:00,Cagliari,Bologna,1,0
21/10/12,00:00,Chievo,Fiorentina,1,1
21/10/12,00:00,Genoa,Roma,2,4
21/10/12,00:00,Inter,Catania,2,0
21/10/12,00:00,Palermo,Torino,0,0
21/10/12,00:00,Parma,Sampdoria,2,1
21/10/12,00:00,Udinese,Pescara,1,0
27/10/12,00:00,Milan,Genoa,1,0
27/10/12,00:00,Siena,Palermo,0,0
28/10/12,00:00,Bologna,Inter,1,3
28/10/12,00:00,Catania,Juventus,0,1
28/10/12,00:00,Fiorentina,Lazio,2,0
28/10/12,00:00,Napoli,Chievo,1,0
28/10/12,00:00,Pescara,Atalanta,0,0
28/10/12,00:00,Roma,Udinese,2,3
28/10/12,00:00,Sampdoria,Cagliari,0,1
28/10/12,00:00,Torino,Parma,1,3
30/10/12,00:00,Palermo,Milan,2,2
31/10/12,00:00,Atalanta,Napoli,1,0
31/10/12,00:00,Cagliari,Siena,4,2
31/10/12,00:00,Chievo,Pescara,2,0
31/10/12,00:00,Inter,Sampdoria,3,2
31/10/12,00:00,Juventus,Bologna,2,1
31/10/12,00:00,Lazio,Torino,1,1
31/10/12,00:00,Parma,Roma,3,2
31/10/12,00:00,Udinese,Catania,2,2
01/11/12,00:00,Genoa,Fiorentina,0,1
03/11/12,00:00,Juventus,Inter,1,3
03/11/12,00:00,Milan,Chievo,5,1
04/11/12,00:00,Bologna,Udinese,1,1
04/11/12,00:00,Catania,Lazio,4,0
04/11/12,00:00,Fiorentina,Cagliari,4,1
04/11/12,00:00,Napoli,Torino,1,1
04/11/12,00:00,Pescara,Parma,2,0
04/11/12,00:00,Roma,Palermo,4,1
04/11/12,00:00,Sampdoria,Atalanta,1,2
04/11/12,00:00,Siena,Genoa,1,0
10/11/12,00:00,Cagliari,Catania,0,0
10/11/12,00:00,Pescara,Juventus,1,6
11/11/12,00:00,Atalanta,Inter,3,2
11/11/12,00:00,Chievo,Udinese,2,2
11/11/12,00:00,Genoa,Napoli,2,4
11/11/12,00:00,Lazio,Roma,3,2
11/11/12,00:00,Milan,Fiorentina,1,3
11/11/12,00:00,Palermo,Sampdoria,2,0
11/11/12,00:00,Parma,Siena,0,0
11/11/12,00:00,Torino,Bologna,1,0
17/11/12,00:00,Juventus,Lazio,0,0
17/11/12,00:00,Napoli,Milan,2,2
18/11/12,00:00,Bologna,Palermo,3,0
18/11/12,00:00,Catania,Chievo,2,1
18/11/12,00:00,Fiorentina,Atalanta,4,1
18/11/12,00:00,Inter,Cagliari,2,2
18/11/12,00:00,Sampdoria,Genoa,3,1
18/11/12,00:00,Siena,Pescara,1,0
18/11/12,00:00,Udinese,Parma,2,2
19/11/12,00:00,Roma,Torino,2,0
24/11/12,00:00,Palermo,Catania,3,1
25/11/12,00:00,Atalanta,Genoa,0,1
25/11/12,00:00,Chievo,Siena,0,0
25/11/12,00:00,Milan,Juventus,1,0
25/11/12,00:00,Pescara,Roma,0,1
25/11/12,00:00,Sampdoria,Bologna,1,0
25/11/12,00:00,Torino,Fiorentina,2,2
26/11/12,00:00,Cagliari,Napoli,0,1
26/11/12,00:00,Parma,Inter,1,0
27/11/12,00:00,Lazio,Udinese,3,0
30/11/12,00:00,Catania,Milan,1,3
01/12/12,00:00,Juventus,Torino,3,0
02/12/12,00:00,Bologna,Atalanta,2,1
02/12/12,00:00,Fiorentina,Sampdoria,2,2
02/12/12,00:00,Genoa,Chievo,2,4
02/12/12,00:00,Inter,Palermo,1,0
02/12/12,00:00,Lazio,Parma,2,1
02/12/12,00:00,Napoli,Pescara,5,1
02/12/12,00:00,Siena,Roma,1,3
02/12/12,00:00,Udinese,Cagliari,4,1
08/12/12,00:00,Atalanta,Parma,2,1
08/12/12,00:00,Roma,Fiorentina,4,2
09/12/12,00:00,Cagliari,Chievo,0,2
09/12/12,00:00,Inter,Napoli,2,1
09/12/12,00:00,Palermo,Juventus,0,1
09/12/12,00:00,Pescara,Genoa,2,0
09/12/12,00:00,Siena,Catania,1,3
09/12/12,00:00,Torino,Milan,2,4
10/12/12,00:00,Bologna,Lazio,0,0
10/12/12,00:00,Sampdoria,Udinese,0,2
15/12/12,00:00,Lazio,Inter,1,0
15/12/12,00:00,Udinese,Palermo,1,1
16/12/12,00:00,Catania,Sampdoria,3,1
16/12/12,00:00,Chievo,Roma,1,0
16/12/12,00:00,Fiorentina,Siena,4,1
16/12/12,00:00,Genoa,Torino,1,1
16/12/12,00:00,Juventus,Atalanta,3,0
16/12/12,00:00,Milan,Pescara,4,1
16/12/12,00:00,Napoli,Bologna,2,3
16/12/12,00:00,Parma,Cagliari,4,1
21/12/12,00:00,Cagliari,Juventus,1,3
21/12/12,00:00,Pescara,Catania,2,1
22/12/12,00:00,Atalanta,Udinese,1,1
22/12/12,00:00,Bologna,Parma,1,2
22/12/12,00:00,Inter,Genoa,1,1
22/12/12,00:00,Palermo,Fiorentina,0,3
22/12/12,00:00,Roma,Milan,4,2
22/12/12,00:00,Sampdoria,Lazio,0,1
22/12/12,00:00,Siena,Napoli,0,2
22/12/12,00:00,Torino,Chievo,2,0
05/01/13,00:00,Catania,Torino,0,0
05/01/13,00:00,Lazio,Cagliari,2,1
06/01/13,00:00,Chievo,Atalanta,1,0
06/01/13,00:00,Fiorentina,Pescara,0,2
06/01/13,00:00,Genoa,Bologna,2,0
06/01/13,00:00,Juventus,Sampdoria,1,2
06/01/13,00:00,Milan,Siena,2,1
06/01/13,00:00,Napoli,Roma,4,1
06/01/13,00:00,Parma,Palermo,2,1
06/01/13,00:00,Udinese,Inter,3,0
12/01/13,00:00,Bologna,Chievo,4,0
12/01/13,00:00,Inter,Pescara,2,0
13/01/13,00:00,Cagliari,Genoa,2,1
13/01/13,00:00,Catania,Roma,1,0
13/01/13,00:00,Lazio,Atalanta,2,0
13/01/13,00:00,Napoli,Palermo,3,0
13/01/13,00:00,Parma,Juventus,1,1
13/01/13,00:00,Sampdoria,Milan,0,0
13/01/13,00:00,Torino,Siena,3,2
13/01/13,00:00,Udinese,Fiorentina,3,1
19/01/13,00:00,Juventus,Udinese,4,0
19/01/13,00:00,Milan,Bologna,2,1
19/01/13,00:00,Palermo,Lazio,2,2
20/01/13,00:00,Atalanta,Cagliari,1,1
20/01/13,00:00,Chievo,Parma,1,1
20/01/13,00:00,Fiorentina,Napoli,1,1
20/01/13,00:00,Genoa,Catania,0,2
20/01/13,00:00,Pescara,Torino,0,2
20/01/13,00:00,Roma,Inter,1,1
20/01/13,00:00,Siena,Sampdoria,1,0
26/01/13,00:00,Juventus,Genoa,1,1
26/01/13,00:00,Lazio,Chievo,0,1
27/01/13,00:00,Atalanta,Milan,0,1
27/01/13,00:00,Bologna,Roma,3,3
27/01/13,00:00,Cagliari,Palermo,1,1
27/01/13,00:00,Catania,Fiorentina,2,1
27/01/13,00:00,Inter,Torino,2,2
27/01/13,00:00,Parma,Napoli,1,2
27/01/13,00:00,Sampdoria,Pescara,6,0
27/01/13,00:00,Udinese,Siena,1,0
01/02/13,00:00,Roma,Cagliari,2,4
02/02/13,00:00,Napoli,Catania,2,0
02/02/13,00:00,Torino,Sampdoria,0,0
03/02/13,00:00,Chievo,Juventus,1,2
03/02/13,00:00,Fiorentina,Parma,2,0
03/02/13,00:00,Genoa,Lazio,3,2
03/02/13,00:00,Milan,Udinese,2,1
03/02/13,00:00,Palermo,Atalanta,1,2
03/02/13,00:00,Pescara,Bologna,2,3
03/02/13,00:00,Siena,Inter,3,1
09/02/13,00:00,Juventus,Fiorentina,2,0
09/02/13,00:00,Lazio,Napoli,1,1
10/02/13,00:00,Atalanta,Catania,0,0
10/02/13,00:00,Bologna,Siena,1,1
10/02/13,00:00,Cagliari,Milan,1,1
10/02/13,00:00,Inter,Chievo,3,1
10/02/13,00:00,Palermo,Pescara,1,1
10/02/13,00:00,Parma,Genoa,0,0
10/02/13,00:00,Sampdoria,Roma,3,1
10/02/13,00:00,Udinese,Torino,1,0
15/02/13,00:00,Milan,Parma,2,1
16/02/13,00:00,Chievo,Palermo,1,1
16/02/13,00:00,Roma,Juventus,1,0
17/02/13,00:00,Catania,Bologna,1,0
17/02/13,00:00,Fiorentina,Inter,4,1
17/02/13,00:00,Genoa,Udinese,1,0
17/02/13,00:00,Napoli,Sampdoria,0,0
17/02/13,00:00,Pescara,Cagliari,0,2
17/02/13,00:00,Torino,Atalanta,2,1
18/02/13,00:00,Siena,Lazio,3,0
23/02/13,00:00,Palermo,Genoa,0,0
24/02/13,00:00,Atalanta,Roma,2,3
24/02/13,00:00,Cagliari,Torino,4,3
24/02/13,00:00,Inter,Milan,1,1
24/02/13,00:00,Juventus,Siena,3,0
24/02/13,00:00,Parma,Catania,1,2
24/02/13,00:00,Sampdoria,Chievo,2,0
25/02/13,00:00,Lazio,Pescara,2,0
25/02/13,00:00,Udinese,Napoli,0,0
26/02/13,00:00,Bologna,Fiorentina,2,1
01/03/13,00:00,Napoli,Juventus,1,1
02/03/13,00:00,Milan,Lazio,3,0
03/03/13,00:00,Bologna,Cagliari,3,0
03/03/13,00:00,Catania,Inter,2,3
03/03/13,00:00,Fiorentina,Chievo,2,1
03/03/13,00:00,Pescara,Udinese,0,1
03/03/13,00:00,Roma,Genoa,3,1
03/03/13,00:00,Sampdoria,Parma,1,0
03/03/13,00:00,Siena,Atalanta,0,2
03/03/13,00:00,Torino,Palermo,0,0
08/03/13,00:00,Genoa,Milan,0,2
09/03/13,00:00,Udinese,Roma,1,1
10/03/13,00:00,Atalanta,Pescara,2,1
10/03/13,00:00,Cagliari,Sampdoria,3,1
10/03/13,00:00,Chievo,Napoli,2,0
10/03/13,00:00,Inter,Bologna,0,1
10/03/13,00:00,Juventus,Catania,1,0
10/03/13,00:00,Lazio,Fiorentina,0,2
10/03/13,00:00,Palermo,Siena,1,2
10/03/13,00:00,Parma,Torino,4,1
16/03/13,00:00,Bologna,Juventus,0,2
16/03/13,00:00,Catania,Udinese,3,1
17/03/13,00:00,Fiorentina,Genoa,3,2
17/03/13,00:00,Milan,Palermo,2,0
17/03/13,00:00,Napoli,Atalanta,3,2
17/03/13,00:00,Pescara,Chievo,0,2
17/03/13,00:00,Roma,Parma,2,0
17/03/13,00:00,Siena,Cagliari,0,0
17/03/13,00:00,Torino,Lazio,1,0
30/03/13,00:00,Atalanta,Sampdoria,0,0
30/03/13,00:00,Cagliari,Fiorentina,2,1
30/03/13,00:00,Chievo,Milan,0,1
30/03/13,00:00,Genoa,Siena,2,2
30/03/13,00:00,Inter,Juventus,1,2
30/03/13,00:00,Lazio,Catania,2,1
30/03/13,00:00,Palermo,Roma,2,0
30/03/13,00:00,Parma,Pescara,3,0
30/03/13,00:00,Torino,Napoli,3,5
30/03/13,00:00,Udinese,Bologna,0,0
03/04/13,00:00,Sampdoria,Inter,0,2
06/04/13,00:00,Bologna,Torino,2,2
06/04/13,00:00,Juventus,Pescara,2,1
07/04/13,00:00,Catania,Cagliari,0,0
07/04/13,00:00,Fiorentina,Milan,2,2
07/04/13,00:00,Inter,Atalanta,3,4
07/04/13,00:00,Napoli,Genoa,2,0
07/04/13,00:00,Sampdoria,Palermo,1,3
07/04/13,00:00,Siena,Parma,0,0
07/04/13,00:00,Udinese,Chievo,3,1
08/04/13,00:00,Roma,Lazio,1,1
13/04/13,00:00,Atalanta,Fiorentina,0,2
13/04/13,00:00,Pescara,Siena,2,3
14/04/13,00:00,Cagliari,Inter,2,0
14/04/13,00:00,Chievo,Catania,0,0
14/04/13,00:00,Genoa,Sampdoria,1,1
14/04/13,00:00,Milan,Napoli,1,1
14/04/13,00:00,Palermo,Bologna,1,1
14/04/13,00:00,Parma,Udinese,0,3
14/04/13,00:00,Torino,Roma,1,2
15/04/13,00:00,Lazio,Juventus,0,2
20/04/13,00:00,Genoa,Atalanta,1,1
20/04/13,00:00,Udinese,Lazio,1,0
21/04/13,00:00,Bologna,Sampdoria,1,1
21/04/13,00:00,Catania,Palermo,1,1
21/04/13,00:00,Fiorentina,Torino,4,3
21/04/13,00:00,Inter,Parma,1,0
21/04/13,00:00,Juventus,Milan,1,0
21/04/13,00:00,Napoli,Cagliari,3,2
21/04/13,00:00,Roma,Pescara,1,1
21/04/13,00:00,Siena,Chievo,0,1
27/04/13,00:00,Atalanta,Bologna,1,1
27/04/13,00:00,Cagliari,Udinese,0,1
27/04/13,00:00,Pescara,Napoli,0,3
28/04/13,00:00,Chievo,Genoa,0,1
28/04/13,00:00,Milan,Catania,4,2
28/04/13,00:00,Palermo,Inter,1,0
28/04/13,00:00,Parma,Lazio,0,0
28/04/13,00:00,Roma,Siena,4,0
28/04/13,00:00,Sampdoria,Fiorentina,0,3
28/04/13,00:00,Torino,Juventus,0,2
04/05/13,00:00,Chievo,Cagliari,0,0
04/05/13,00:00,Fiorentina,Roma,0,1
05/05/13,00:00,Catania,Siena,3,0
05/05/13,00:00,Genoa,Pescara,4,1
05/05/13,00:00,Juventus,Palermo,1,0
05/05/13,00:00,Lazio,Bologna,6,0
05/05/13,00:00,Milan,Torino,1,0
05/05/13,00:00,Napoli,Inter,3,1
05/05/13,00:00,Parma,Atalanta,2,0
05/05/13,00:00,Udinese,Sampdoria,3,1
07/05/13,00:00,Roma,Chievo,0,1
08/05/13,00:00,Atalanta,Juventus,0,1
08/05/13,00:00,Bologna,Napoli,0,3
08/05/13,00:00,Cagliari,Parma,0,1
08/05/13,00:00,Inter,Lazio,1,3
08/05/13,00:00,Palermo,Udinese,2,3
08/05/13,00:00,Pescara,Milan,0,4
08/05/13,00:00,Sampdoria,Catania,1,1
08/05/13,00:00,Siena,Fiorentina,0,1
08/05/13,00:00,Torino,Genoa,0,0
11/05/13,00:00,Catania,Pescara,1,0
11/05/13,00:00,Juventus,Cagliari,1,1
12/05/13,00:00,Chievo,Torino,1,1
12/05/13,00:00,Fiorentina,Palermo,1,0
12/05/13,00:00,Genoa,Inter,0,0
12/05/13,00:00,Lazio,Sampdoria,2,0
12/05/13,00:00,Milan,Roma,0,0
12/05/13,00:00,Napoli,Siena,2,1
12/05/13,00:00,Parma,Bologna,0,2
12/05/13,00:00,Udinese,Atalanta,2,1
18/05/13,00:00,Sampdoria,Juventus,3,2
19/05/13,00:00,Atalanta,Chievo,2,2
19/05/13,00:00,Bologna,Genoa,0,0
19/05/13,00:00,Cagliari,Lazio,1,0
19/05/13,00:00,Inter,Udinese,2,5
19/05/13,00:00,Palermo,Parma,1,3
19/05/13,00:00,Pescara,Fiorentina,1,5
19/05/13,00:00,Roma,Napoli,2,1
19/05/13,00:00,Siena,Milan,1,2
19/05/13,00:00,Torino,Catania,2,2
24/08/13,00:00,Sampdoria,Juventus,0,1
24/08/13,00:00,Verona,Milan,2,1
25/08/13,00:00,Cagliari,Atalanta,2,1
25/08/13,00:00,Inter,Genoa,2,0
25/08/13,00:00,Lazio,Udinese,2,1
25/08/13,00:00,Livorno,Roma,0,2
25/08/13,00:00,Napoli,Bologna,3,0
25/08/13,00:00,Parma,Chievo,0,0
25/08/13,00:00,Torino,Sassuolo,2,0
26/08/13,00:00,Fiorentina,Catania,2,1
31/08/13,00:00,Chievo,Napoli,2,4
31/08/13,00:00,Juventus,Lazio,4,1
01/09/13,00:00,Atalanta,Torino,2,0
01/09/13,00:00,Bologna,Sampdoria,2,2
01/09/13,00:00,Catania,Inter,0,3
01/09/13,00:00,Genoa,Fiorentina,2,5
01/09/13,00:00,Milan,Cagliari,3,1
01/09/13,00:00,Roma,Verona,3,0
01/09/13,00:00,Sassuolo,Livorno,1,4
01/09/13,00:00,Udinese,Parma,3,1
14/09/13,00:00,Inter,Juventus,1,1
14/09/13,00:00,Napoli,Atalanta,2,0
14/09/13,00:00,Torino,Milan,2,2
15/09/13,00:00,Fiorentina,Cagliari,1,1
15/09/13,00:00,Lazio,Chievo,3,0
15/09/13,00:00,Livorno,Catania,2,0
15/09/13,00:00,Sampdoria,Genoa,0,3
15/09/13,00:00,Udinese,Bologna,1,1
15/09/13,00:00,Verona,Sassuolo,2,0
16/09/13,00:00,Parma,Roma,1,3
21/09/13,00:00,Cagliari,Sampdoria,2,2
21/09/13,00:00,Chievo,Udinese,2,1
21/09/13,00:00,Genoa,Livorno,0,0
22/09/13,00:00,Atalanta,Fiorentina,0,2
22/09/13,00:00,Bologna,Torino,1,2
22/09/13,00:00,Catania,Parma,0,0
22/09/13,00:00,Juventus,Verona,2,1
22/09/13,00:00,Milan,Napoli,1,2
22/09/13,00:00,Roma,Lazio,2,0
22/09/13,00:00,Sassuolo,Inter,0,7
24/09/13,00:00,Udinese,Genoa,1,0
25/09/13,00:00,Bologna,Milan,3,3
25/09/13,00:00,Chievo,Juventus,1,2
25/09/13,00:00,Lazio,Catania,3,1
25/09/13,00:00,Livorno,Cagliari,1,1
25/09/13,00:00,Napoli,Sassuolo,1,1
25/09/13,00:00,Parma,Atalanta,4,3
25/09/13,00:00,Sampdoria,Roma,0,2
25/09/13,00:00,Torino,Verona,2,2
26/09/13,00:00,Inter,Fiorentina,2,1
28/09/13,00:00,Genoa,Napoli,0,2
28/09/13,00:00,Milan,Sampdoria,1,0
29/09/13,00:00,Atalanta,Udinese,2,0
29/09/13,00:00,Cagliari,Inter,1,1
29/09/13,00:00,Catania,Chievo,2,0
29/09/13,00:00,Roma,Bologna,5,0
29/09/13,00:00,Sassuolo,Lazio,2,2
29/09/13,00:00,Torino,Juventus,0,1
29/09/13,00:00,Verona,Livorno,2,1
30/09/13,00:00,Fiorentina,Parma,2,2
05/10/13,00:00,Chievo,Atalanta,0,1
05/10/13,00:00,Inter,Roma,0,3
06/10/13,00:00,Bologna,Verona,1,4
06/10/13,00:00,Catania,Genoa,1,1
06/10/13,00:00,Juventus,Milan,3,2
06/10/13,00:00,Lazio,Fiorentina,0,0
06/10/13,00:00,Napoli,Livorno,4,0
06/10/13,00:00,Parma,Sassuolo,3,1
06/10/13,00:00,Sampdoria,Torino,2,2
06/10/13,00:00,Udinese,Cagliari,2,0
18/10/13,00:00,Roma,Napoli,2,0
19/10/13,00:00,Cagliari,Catania,2,1
19/10/13,00:00,Milan,Udinese,1,0
20/10/13,00:00,Atalanta,Lazio,2,1
20/10/13,00:00,Fiorentina,Juventus,4,2
20/10/13,00:00,Genoa,Chievo,2,1
20/10/13,00:00,Livorno,Sampdoria,1,2
20/10/13,00:00,Sassuolo,Bologna,2,1
20/10/13,00:00,Torino,Inter,3,3
20/10/13,00:00,Verona,Parma,3,2
26/10/13,00:00,Inter,Verona,4,2
26/10/13,00:00,Sampdoria,Atalanta,1,0
27/10/13,00:00,Bologna,Livorno,1,0
27/10/13,00:00,Catania,Sassuolo,0,0
27/10/13,00:00,Chievo,Fiorentina,1,2
27/10/13,00:00,Juventus,Genoa,2,0
27/10/13,00:00,Lazio,Cagliari,2,0
27/10/13,00:00,Napoli,Torino,2,0
27/10/13,00:00,Parma,Milan,3,2
27/10/13,00:00,Udinese,Roma,0,1
29/10/13,00:00,Atalanta,Inter,1,1
30/10/13,00:00,Cagliari,Bologna,0,3
30/10/13,00:00,Fiorentina,Napoli,1,2
30/10/13,00:00,Genoa,Parma,1,0
30/10/13,00:00,Juventus,Catania,4,0
30/10/13,00:00,Livorno,Torino,3,3
30/10/13,00:00,Milan,Lazio,1,1
30/10/13,00:00,Sassuolo,Udinese,1,2
30/10/13,00:00,Verona,Sampdoria,2,0
31/10/13,00:00,Roma,Chievo,1,0
02/11/13,00:00,Milan,Fiorentina,0,2
02/11/13,00:00,Napoli,Catania,2,1
02/11/13,00:00,Parma,Juventus,0,1
03/11/13,00:00,Lazio,Genoa,0,2
03/11/13,00:00,Livorno,Atalanta,1,0
03/11/13,00:00,Sampdoria,Sassuolo,3,4
03/11/13,00:00,Torino,Roma,1,1
03/11/13,00:00,Udinese,Inter,0,3
03/11/13,00:00,Verona,Cagliari,2,1
04/11/13,00:00,Bologna,Chievo,0,0
09/11/13,00:00,Catania,Udinese,1,0
09/11/13,00:00,Inter,Livorno,2,0
10/11/13,00:00,Atalanta,Bologna,2,1
10/11/13,00:00,Cagliari,Torino,2,1
10/11/13,00:00,Chievo,Milan,0,0
10/11/13,00:00,Fiorentina,Sampdoria,2,1
10/11/13,00:00,Genoa,Verona,2,0
10/11/13,00:00,Juventus,Napoli,3,0
10/11/13,00:00,Parma,Lazio,1,1
10/11/13,00:00,Roma,Sassuolo,1,1
23/11/13,00:00,Milan,Genoa,1,1
23/11/13,00:00,Napoli,Parma,0,1
23/11/13,00:00,Verona,Chievo,0,1
24/11/13,00:00,Bologna,Inter,1,1
24/11/13,00:00,Livorno,Juventus,0,2
24/11/13,00:00,Sampdoria,Lazio,1,1
24/11/13,00:00,Sassuolo,Atalanta,2,0
24/11/13,00:00,Torino,Catania,4,1
24/11/13,00:00,Udinese,Fiorentina,1,0
25/11/13,00:00,Roma,Cagliari,0,0
30/11/13,00:00,Genoa,Torino,1,1
30/11/13,00:00,Parma,Bologna,1,1
01/12/13,00:00,Atalanta,Roma,1,1
01/12/13,00:00,Cagliari,Sassuolo,2,2
01/12/13,00:00,Catania,Milan,1,3
01/12/13,00:00,Chievo,Livorno,3,0
01/12/13,00:00,Inter,Sampdoria,1,1
01/12/13,00:00,Juventus,Udinese,1,0
02/12/13,00:00,Fiorentina,Verona,4,3
02/12/13,00:00,Lazio,Napoli,2,4
06/12/13,00:00,Bologna,Juventus,0,2
07/12/13,00:00,Livorno,Milan,2,2
07/12/13,00:00,Napoli,Udinese,3,3
08/12/13,00:00,Cagliari,Genoa,2,1
08/12/13,00:00,Inter,Parma,3,3
08/12/13,00:00,Roma,Fiorentina,2,1
08/12/13,00:00,Sampdoria,Catania,2,0
08/12/13,00:00,Sassuolo,Chievo,0,1
08/12/13,00:00,Torino,Lazio,1,0
08/12/13,00:00,Verona,Atalanta,2,1
14/12/13,00:00,Catania,Verona,0,0
15/12/13,00:00,Chievo,Sampdoria,0,1
15/12/13,00:00,Fiorentina,Bologna,3,0
15/12/13,00:00,Genoa,Atalanta,1,1
15/12/13,00:00,Juventus,Sassuolo,4,0
15/12/13,00:00,Lazio,Livorno,2,0
15/12/13,00:00,Napoli,Inter,4,2
15/12/13,00:00,Parma,Cagliari,0,0
15/12/13,00:00,Udinese,Torino,0,2
16/12/13,00:00,Milan,Roma,2,2
21/12/13,00:00,Cagliari,Napoli,1,1
21/12/13,00:00,Livorno,Udinese,1,2
22/12/13,00:00,Atalanta,Juventus,1,4
22/12/13,00:00,Bologna,Genoa,1,0
22/12/13,00:00,Inter,Milan,1,0
22/12/13,00:00,Roma,Catania,4,0
22/12/13,00:00,Sampdoria,Parma,1,1
22/12/13,00:00,Sassuolo,Fiorentina,0,1
22/12/13,00:00,Torino,Chievo,4,1
22/12/13,00:00,Verona,Lazio,4,1
05/01/14,00:00,Chievo,Cagliari,0,0
05/01/14,00:00,Fiorentina,Livorno,1,0
05/01/14,00:00,Juventus,Roma,3,0
06/01/14,00:00,Catania,Bologna,2,0
06/01/14,00:00,Genoa,Sassuolo,2,0
06/01/14,00:00,Lazio,Inter,1,0
06/01/14,00:00,Milan,Atalanta,3,0
06/01/14,00:00,Napoli,Sampdoria,2,0
06/01/14,00:00,Parma,Torino,3,1
06/01/14,00:00,Udinese,Verona,1,3
11/01/14,00:00,Bologna,Lazio,0,0
11/01/14,00:00,Livorno,Parma,0,3
12/01/14,00:00,Atalanta,Catania,2,1
12/01/14,00:00,Cagliari,Juventus,1,4
12/01/14,00:00,Roma,Genoa,4,0
12/01/14,00:00,Sassuolo,Milan,4,3
12/01/14,00:00,Torino,Fiorentina,0,0
12/01/14,00:00,Verona,Napoli,0,3
13/01/14,00:00,Inter,Chievo,1,1
13/01/14,00:00,Sampdoria,Udinese,3,0
18/01/14,00:00,Juventus,Sampdoria,4,2
18/01/14,00:00,Roma,Livorno,3,0
19/01/14,00:00,Atalanta,Cagliari,1,0
19/01/14,00:00,Bologna,Napoli,2,2
19/01/14,00:00,Catania,Fiorentina,0,3
19/01/14,00:00,Chievo,Parma,1,2
19/01/14,00:00,Genoa,Inter,1,0
19/01/14,00:00,Milan,Verona,1,0
19/01/14,00:00,Sassuolo,Torino,0,2
19/01/14,00:00,Udinese,Lazio,2,3
25/01/14,00:00,Lazio,Juventus,1,1
25/01/14,00:00,Napoli,Chievo,1,1
26/01/14,00:00,Cagliari,Milan,1,2
26/01/14,00:00,Fiorentina,Genoa,3,3
26/01/14,00:00,Inter,Catania,0,0
26/01/14,00:00,Livorno,Sassuolo,3,1
26/01/14,00:00,Parma,Udinese,1,0
26/01/14,00:00,Sampdoria,Bologna,1,1
26/01/14,00:00,Torino,Atalanta,1,0
26/01/14,00:00,Verona,Roma,1,3
01/02/14,00:00,Bologna,Udinese,0,2
01/02/14,00:00,Cagliari,Fiorentina,1,0
01/02/14,00:00,Milan,Torino,1,1
02/02/14,00:00,Atalanta,Napoli,3,0
